day,airline,origin_airport,stopover_airport,destination_airport,departure_delay,stopover_arrival_delay,stopover_departure_delay,destination_arrival_delay
16,VX,SFO,LAX,LAX,1,-23,-1,-23
16,VX,SFO,LAX,LAX,4,-23,-1,-23
16,VX,SFO,LAX,LAX,-4,-24,2,-24
16,VX,SFO,LAX,LAX,-3,3,16,3
16,VX,SFO,LAX,LAX,-4,-12,2,-12
16,VX,SFO,LAX,LAX,-5,-12,2,-12
19,B6,SFO,FLL,FLL,-3,1,-2,1
19,B6,SFO,FLL,FLL,23,36,17,36
20,AA,SFO,MIA,MIA,2,10,-2,10
9,B6,SFO,LAS,LAS,-5,-12,-3,-12
9,B6,SFO,FLL,FLL,-3,-20,-3,-20
9,B6,SFO,FLL,FLL,-2,-2,-1,-2
12,AS,SFO,SEA,SEA,-5,-30,10,-30
14,AA,SFO,DFW,DFW,-3,1,14,1
10,DL,SFO,MSP,MSP,-4,-28,-3,-28
10,AA,SFO,CLT,CLT,-8,6,8,6
10,AA,SFO,CLT,CLT,0,-5,-2,-5
10,AA,SFO,CLT,CLT,19,-5,-2,-5
10,AA,SFO,CLT,CLT,0,-13,-4,-13
11,AS,SFO,SEA,SEA,-12,-46,-1,-46
11,AS,SFO,SEA,SEA,-2,-46,-1,-46
20,AA,SFO,PHX,PHX,-3,-31,6,-31
20,AA,SFO,PHX,PHX,3,3,13,3
29,VX,SFO,LAX,LAX,-3,16,48,16
29,VX,SFO,LAX,LAX,2,-11,5,-11
29,VX,SFO,LAX,LAX,3,-22,3,-22
29,VX,SFO,LAX,LAX,39,-9,14,-9
29,VX,SFO,LAX,LAX,-1,-9,14,-9
29,VX,SFO,LAX,LAX,-3,7,31,7
29,VX,SFO,LAX,LAX,11,7,31,7
31,AA,SFO,PHX,PHX,-6,3,58,3
31,AA,SFO,PHX,PHX,-4,-5,38,-5
31,AA,SFO,PHX,PHX,-3,-41,1,-41
28,VX,SFO,LAX,LAX,9,7,11,7
28,VX,SFO,LAX,LAX,12,19,-3,19
28,VX,SFO,LAX,LAX,12,31,41,31
28,VX,SFO,LAX,LAX,-6,19,-3,19
28,VX,SFO,LAX,LAX,18,9,18,9
28,VX,SFO,LAX,LAX,-3,9,18,9
28,VX,SFO,LAX,LAX,-6,7,12,7
28,VX,SFO,LAX,LAX,-6,9,18,9
28,VX,SFO,LAX,LAX,1,7,12,7
29,AA,SFO,DFW,DFW,-2,-24,2,-24
30,AA,SFO,PHX,PHX,-3,-27,2,-27
30,AA,SFO,PHX,PHX,-7,15,31,15
30,AA,SFO,PHX,PHX,-7,4,41,4
30,AA,SFO,PHX,PHX,48,-4,28,-4
31,AA,SFO,ORD,ORD,-2,4,13,4
31,AA,SFO,ORD,ORD,-7,-35,-3,-35
1,DL,SFO,ATL,ATL,-2,-7,7,-7
1,DL,SFO,ATL,ATL,0,1,7,1
1,DL,SFO,ATL,ATL,8,1,7,1
1,DL,SFO,ATL,ATL,0,-33,-1,-33
1,DL,SFO,ATL,ATL,-3,-8,20,-8
3,B6,SFO,LGB,LGB,202,10,6,10
5,AA,SFO,MIA,MIA,43,97,113,97
5,AA,SFO,MIA,MIA,-7,24,21,24
5,AA,SFO,LAX,LAX,-6,-11,-6,-11
5,AA,SFO,LAX,LAX,-4,14,4,14
5,AA,SFO,LAX,LAX,-4,-2,-5,-2
5,AA,SFO,LAX,LAX,-9,-9,-5,-9
5,AA,SFO,LAX,LAX,-10,-13,-10,-13
5,AA,SFO,LAX,LAX,-10,8,13,8
5,AA,SFO,LAX,LAX,-3,-13,-10,-13
5,AA,SFO,LAX,LAX,-3,8,13,8
